SalePrice,TotalArea,LivingArea,Neighborhood,PropertyType,BuildingQuality,Bedrooms,TotalRooms,Bathrooms,Floors,ConstructionMaterial,UtilitiesLevel,OwnershipType,YearBuilt,YearRemodel,YearSold
213000,8400,1484,CollgCr,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,2004,2005,2010
55000,5600,1092,IDOTRR,2fmCon,4,3,7,2.0,2Story,VinylSd,AllPub,Slab,1930,1950,2010
302000,115149,1824,ClearCr,1Fam,7,2,5,2.0,1Story,Plywood,AllPub,CBlock,1971,2002,2007
254000,6240,1324,NridgHt,TwnhsE,8,2,6,2.0,1Story,MetalSd,AllPub,PConc,2006,2006,2009
179540,9018,1456,Gilbert,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,2007,2007,2007
109900,7162,904,Sawyer,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,PConc,1966,1966,2008
52000,4130,729,BrkSide,1Fam,3,2,5,1.0,1Story,VinylSd,AllPub,CBlock,1935,2003,2008
102776,8712,1178,IDOTRR,1Fam,4,2,7,1.0,1.5Fin,MetalSd,AllPub,Stone,1900,1950,2010
189000,4671,1228,StoneBr,TwnhsE,8,2,5,2.0,1Story,HdBoard,AllPub,PConc,1988,1989,2008
129000,9873,960,BrkSide,2fmCon,4,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1970,1970,2006
130500,13517,1479,Sawyer,1Fam,6,3,6,2.5,2Story,HdBoard,AllPub,CBlock,1976,2005,2010
165000,10140,1350,NWAmes,1Fam,6,3,7,2.0,1Story,HdBoard,AllPub,CBlock,1974,1974,2009
159500,10800,2554,OldTown,1Fam,7,3,8,1.5,2Story,Wd Sdng,AllPub,BrkTil,1890,1998,2007
157000,10000,1178,NWAmes,1Fam,5,3,5,1.5,1Story,HdBoard,AllPub,CBlock,1973,2000,2008
341000,10542,2418,NoRidge,1Fam,7,3,9,2.5,2Story,Wd Sdng,AllPub,PConc,1993,1994,2008
128500,9920,971,CollgCr,1Fam,5,3,5,1.5,1Story,HdBoard,AllPub,CBlock,1969,1969,2006
275000,6563,1742,StoneBr,1Fam,8,2,5,2.0,1Story,HdBoard,AllPub,PConc,1985,1985,2006
143000,4426,848,CollgCr,TwnhsE,6,1,3,1.0,1Story,VinylSd,AllPub,PConc,2004,2004,2010
124500,8120,864,NAmes,1Fam,4,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1970,1970,2009
135000,8172,1470,Edwards,1Fam,4,4,7,2.0,1.5Fin,MetalSd,AllPub,PConc,1954,1972,2008
320000,13286,1698,Edwards,1Fam,9,3,8,2.0,1Story,CemntBd,AllPub,PConc,2007,2008,2009
120500,6960,864,NAmes,1Fam,4,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1970,1970,2009
222000,21695,1680,Crawfor,1Fam,6,3,5,2.0,1Story,Wd Sdng,AllPub,CBlock,1988,2007,2009
194500,7314,1232,CollgCr,1Fam,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2007,2007,2009
110000,11475,1776,NAmes,Duplex,5,4,9,2.0,1Story,VinylSd,AllPub,CBlock,1958,1958,2009
103000,6240,1208,IDOTRR,1Fam,4,2,5,1.0,1.5Fin,MetalSd,AllPub,CBlock,1925,1950,2009
236500,5389,1616,StoneBr,TwnhsE,8,2,5,2.0,1Story,CemntBd,AllPub,PConc,1995,1996,2010
187500,9590,1146,Timber,1Fam,7,3,6,2.0,SLvl,VinylSd,AllPub,PConc,2003,2003,2007
222500,11404,2031,CollgCr,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,1998,1999,2008
131400,10000,1144,Sawyer,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1961,1983,2009
108000,8978,948,Sawyer,1Fam,5,3,6,1.0,1Story,Plywood,AllPub,PConc,1968,1968,2007
163000,10800,1768,OldTown,1Fam,7,2,6,1.5,2.5Unf,Wd Sdng,AllPub,BrkTil,1914,1970,2006
93500,8544,1040,NAmes,Duplex,3,2,6,2.0,1Story,Stucco,AllPub,CBlock,1950,1950,2006
239900,10463,1801,Gilbert,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2006
179000,10800,1200,Edwards,Duplex,5,3,5,3.0,1Story,Plywood,AllPub,CBlock,1987,1988,2009
190000,9313,1728,CollgCr,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2004,2004,2009
132000,9600,1432,OldTown,1Fam,5,2,7,2.0,2Story,Wd Sdng,AllPub,BrkTil,1910,2002,2007
142000,6768,912,Sawyer,1Fam,6,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1961,1996,2008
179000,8450,1349,SawyerW,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2000,2001,2007
175000,12886,1464,Sawyer,1Fam,5,3,6,2.0,SLvl,HdBoard,AllPub,CBlock,1963,1999,2009
180000,5395,1337,StoneBr,TwnhsE,8,2,5,2.0,1Story,HdBoard,AllPub,PConc,1993,1993,2008
299800,8963,2715,NWAmes,1Fam,8,4,11,3.5,2Story,VinylSd,AllPub,CBlock,1976,1996,2008
236000,8795,2256,Gilbert,1Fam,7,4,8,2.5,2Story,VinylSd,AllPub,PConc,2000,2000,2009
265979,11700,2640,OldTown,1Fam,7,4,8,1.5,2Story,Stucco,AllPub,Stone,1880,2003,2009
260400,10593,1720,NoRidge,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,1996,1996,2010
98000,8405,1529,Edwards,1Fam,4,4,9,2.0,1.5Fin,WdShing,AllPub,Slab,1945,1950,2009
96500,8800,1140,OldTown,1Fam,4,3,7,1.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1910,2004,2010
162000,7750,1320,Gilbert,1Fam,7,3,6,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2007
217000,9236,1494,CollgCr,1Fam,6,3,6,2.0,1Story,VinylSd,AllPub,PConc,1997,1997,2006
275500,10240,2098,NridgHt,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2006
156000,7930,1026,NAmes,1Fam,6,3,5,1.0,1Story,Plywood,AllPub,CBlock,1969,2005,2009
172500,3230,1471,Somerst,TwnhsE,6,3,6,2.5,2Story,MetalSd,AllPub,PConc,1999,1999,2009
212000,10769,1768,CollgCr,1Fam,8,3,7,2.5,2Story,VinylSd,AllPub,PConc,2007,2007,2009
158900,11616,1386,Sawyer,1Fam,6,3,6,2.5,2Story,HdBoard,AllPub,CBlock,1978,1978,2010
179400,2280,1501,Somerst,Twnhs,7,3,6,2.5,2Story,MetalSd,AllPub,PConc,1999,1999,2008
290000,12257,2531,NoRidge,1Fam,8,4,9,2.5,2Story,VinylSd,AllPub,PConc,1995,1995,2007
127500,9100,864,NAmes,1Fam,6,2,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1959,1959,2009
100000,6911,1301,BrkSide,1Fam,5,2,5,1.0,1Story,Wd Sdng,AllPub,PConc,1924,1950,2009
215200,8640,1547,Somerst,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2009,2009,2010
337000,9430,2365,NoRidge,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,1999,1999,2009
270000,9549,1494,Veenker,TwnhsE,8,2,6,1.5,1Story,BrkFace,AllPub,PConc,1995,1996,2006
264132,14587,1506,Somerst,1Fam,9,2,6,2.0,1Story,VinylSd,AllPub,PConc,2008,2008,2008
196500,10421,1714,NWAmes,1Fam,7,3,7,2.5,2Story,HdBoard,AllPub,CBlock,1988,1988,2010
160000,12508,1750,Mitchel,1Fam,6,4,7,2.0,1.5Fin,VinylSd,AllPub,CBlock,1940,1985,2008
216837,9100,1836,CollgCr,1Fam,7,3,8,2.0,1Story,VinylSd,AllPub,PConc,2004,2005,2006
538000,53504,3279,StoneBr,1Fam,8,4,12,3.5,2Story,CemntBd,AllPub,PConc,2003,2003,2010
134900,7252,858,Sawyer,1Fam,5,2,5,1.0,SFoyer,Wd Sdng,AllPub,CBlock,1982,1982,2009
102000,8877,1220,Edwards,1Fam,4,2,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1951,1951,2006
107000,7819,1117,Edwards,1Fam,6,3,6,1.0,SLvl,Plywood,AllPub,CBlock,1976,1976,2010
114500,10150,912,NAmes,1Fam,5,2,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1958,1958,2007
395000,14226,1973,NridgHt,1Fam,8,3,9,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2007
162000,4500,1204,Mitchel,TwnhsE,6,2,5,2.0,1Story,VinylSd,AllPub,PConc,1998,1998,2009
221500,11210,1614,CollgCr,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2006
142500,13350,894,Sawyer,1Fam,5,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1974,1974,2006
144000,8400,2020,SawyerW,Duplex,5,4,10,2.0,1Story,Plywood,AllPub,Slab,1977,1977,2007
135000,10530,1004,Mitchel,Duplex,6,2,4,1.0,SFoyer,Plywood,AllPub,CBlock,1977,1977,2006
176000,7875,1253,Gilbert,1Fam,7,3,6,2.0,1Story,HdBoard,AllPub,PConc,1995,1996,2007
175900,7153,1603,SawyerW,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1992,1992,2006
187100,16285,1430,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2001,2002,2009
165500,9101,1110,Mitchel,1Fam,5,1,4,1.0,SFoyer,Plywood,AllPub,PConc,1978,1978,2009
128000,6300,1484,OldTown,1Fam,6,3,9,2.0,2.5Unf,Wd Sdng,AllPub,CBlock,1914,2001,2008
161500,9790,1342,NWAmes,1Fam,6,3,7,2.0,1Story,BrkFace,AllPub,CBlock,1967,1967,2009
139000,10800,1652,OldTown,1Fam,5,4,7,2.0,1.5Fin,MetalSd,AllPub,PConc,1915,1950,2010
233000,10142,2084,SawyerW,1Fam,7,4,8,2.5,2Story,VinylSd,AllPub,PConc,2004,2004,2010
107900,6000,901,OldTown,1Fam,4,2,4,1.0,1Story,MetalSd,AllPub,CBlock,1954,2000,2008
187500,12205,2087,ClearCr,1Fam,6,5,9,2.5,2Story,HdBoard,AllPub,CBlock,1966,2007,2007
160200,3182,1145,Blmngtn,TwnhsE,7,2,5,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2009
146800,11333,1062,Mitchel,1Fam,6,3,5,1.0,SLvl,HdBoard,AllPub,PConc,1976,1976,2007
269790,9920,2013,NoRidge,1Fam,7,3,8,2.5,2Story,MetalSd,AllPub,PConc,1996,1997,2007
225000,9158,1496,Somerst,1Fam,8,3,7,2.0,1Story,CemntBd,AllPub,PConc,2007,2007,2007
194500,10832,1895,Gilbert,1Fam,7,3,7,2.5,2Story,MetalSd,AllPub,PConc,1994,1996,2008
171000,8400,1564,SawyerW,1Fam,6,3,7,2.5,2Story,HdBoard,AllPub,CBlock,1980,1981,2010
143500,8197,1285,Sawyer,1Fam,6,3,7,1.5,1Story,Plywood,AllPub,CBlock,1977,1977,2007
110000,7677,773,NAmes,1Fam,5,2,4,1.0,1Story,VinylSd,AllPub,CBlock,1953,1953,2008
485000,13518,3140,NridgHt,1Fam,9,4,11,3.5,2Story,VinylSd,AllPub,PConc,2008,2009,2009
175000,7200,1768,SWISU,1Fam,5,3,7,1.5,1.5Fin,Wd Sdng,AllPub,BrkTil,1937,1950,2007
200000,12798,1688,ClearCr,1Fam,6,4,8,2.5,2Story,VinylSd,AllPub,PConc,1997,1997,2008
109900,4800,1196,IDOTRR,1Fam,4,2,5,1.0,1Story,MetalSd,AllPub,CBlock,1916,1990,2007
189000,8199,1456,CollgCr,1Fam,7,3,7,2.5,2Story,WdShing,AllPub,PConc,2005,2005,2008
582933,13891,2822,NridgHt,1Fam,9,4,12,3.5,2Story,VinylSd,AllPub,PConc,2008,2009,2009
118000,9000,1128,NAmes,1Fam,5,2,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1954,1954,2006
227680,12274,1428,Somerst,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2008,2008,2008
135500,9750,980,NAmes,1Fam,5,3,6,2.0,SLvl,VinylSd,AllPub,PConc,1967,1967,2006
223500,21384,1576,BrkSide,1Fam,5,3,6,1.5,2Story,Wd Sdng,AllPub,CBlock,1923,2004,2009
159950,13400,1086,NAmes,1Fam,5,3,6,1.0,SLvl,VinylSd,AllPub,CBlock,1966,1966,2006
106000,8100,2138,OldTown,1Fam,5,2,11,2.0,2.5Unf,AsbShng,AllPub,PConc,1898,1965,2009
181000,10140,1309,NWAmes,1Fam,6,3,5,1.5,1Story,HdBoard,AllPub,CBlock,1974,1999,2006
144500,4438,848,CollgCr,TwnhsE,6,1,4,1.0,1Story,VinylSd,AllPub,PConc,2004,2004,2008
55993,8712,1044,IDOTRR,1Fam,5,2,4,1.0,1Story,Wd Sdng,AllPub,CBlock,1952,1952,2010
157900,9750,1442,NAmes,1Fam,6,4,7,1.5,1Story,MetalSd,AllPub,CBlock,1958,1958,2007
116000,8248,1250,Edwards,1Fam,5,3,7,1.5,1.5Fin,Stucco,AllPub,BrkTil,1918,1950,2006
224900,12137,1661,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,1998,1998,2010
137000,11425,1008,NAmes,1Fam,5,2,4,1.0,1Story,BrkFace,AllPub,CBlock,1954,1954,2006
271000,13265,1689,Mitchel,1Fam,8,3,7,2.0,1Story,CemntBd,AllPub,PConc,2002,2002,2008
155000,8816,1052,ClearCr,1Fam,6,3,6,1.0,SLvl,HdBoard,AllPub,CBlock,1971,1971,2010
224000,6371,1358,NridgHt,TwnhsE,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2009,2010,2010
183000,7226,1640,CollgCr,1Fam,7,3,6,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2008
93000,6000,936,OldTown,2fmCon,4,2,4,1.0,1Story,MetalSd,AllPub,CBlock,1953,1953,2009
225000,12394,1733,Gilbert,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2007
139500,9900,1489,SWISU,1Fam,6,3,7,2.0,1.5Fin,VinylSd,AllPub,BrkTil,1940,1950,2009
232600,11216,1489,Somerst,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2006
385000,14803,2084,NridgHt,1Fam,10,2,7,2.0,1Story,CemntBd,AllPub,PConc,2007,2008,2008
109500,6130,784,BrkSide,1Fam,5,2,5,1.0,1.5Unf,MetalSd,AllPub,BrkTil,1924,1950,2008
189000,8529,1434,SawyerW,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2001,2001,2009
185000,28698,2126,ClearCr,1Fam,5,3,7,2.5,2Story,Plywood,AllPub,PConc,1967,1967,2009
147400,2544,1223,Somerst,Twnhs,7,2,4,2.5,2Story,MetalSd,AllPub,PConc,2005,2005,2006
166000,11900,1392,NAmes,1Fam,6,3,6,1.5,1Story,HdBoard,AllPub,CBlock,1957,1957,2008
151000,3180,1200,Somerst,TwnhsE,7,2,4,2.5,2Story,MetalSd,AllPub,PConc,2005,2005,2006
237000,9548,1829,CollgCr,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2010
167000,10004,1516,NAmes,1Fam,6,3,6,1.5,1Story,HdBoard,AllPub,CBlock,1964,1964,2009
139950,7875,1144,NAmes,1Fam,5,3,6,1.0,1Story,VinylSd,AllPub,CBlock,1961,1961,2008
128000,9600,1067,Sawyer,1Fam,4,2,4,2.0,1Story,VinylSd,AllPub,CBlock,1950,1995,2010
153500,8100,1559,OldTown,1Fam,5,2,5,1.0,1Story,VinylSd,AllPub,BrkTil,1948,1973,2007
100000,1680,987,BrDale,Twnhs,6,2,5,1.5,2Story,HdBoard,AllPub,CBlock,1973,1973,2008
144000,9525,1099,CollgCr,1Fam,5,3,6,1.5,1Story,VinylSd,AllPub,PConc,1995,2006,2008
130500,11767,1200,Edwards,1Fam,5,3,6,1.0,1.5Fin,MetalSd,AllPub,CBlock,1946,1995,2008
140000,12155,1482,SWISU,1Fam,6,4,7,2.0,2Story,Wd Sdng,AllPub,BrkTil,1925,1950,2008
157500,10440,1539,OldTown,1Fam,5,3,8,2.0,2Story,MetalSd,AllPub,PConc,1904,2002,2008
174900,9020,1165,NAmes,1Fam,6,3,6,1.5,SLvl,HdBoard,AllPub,CBlock,1966,1966,2008
141000,8000,1800,NAmes,Duplex,5,6,10,2.0,1Story,BrkFace,AllPub,CBlock,1961,1961,2007
153900,12665,1416,OldTown,1Fam,5,4,7,1.5,1.5Fin,Wd Sdng,AllPub,BrkTil,1915,1950,2008
171000,16647,1701,Sawyer,1Fam,5,3,6,2.0,SFoyer,HdBoard,AllPub,CBlock,1975,1981,2007
213000,9317,1775,SawyerW,1Fam,7,3,7,2.5,2Story,HdBoard,AllPub,PConc,1993,1993,2009
133500,15523,864,CollgCr,1Fam,5,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1972,1972,2009
240000,45600,2358,ClearCr,1Fam,6,5,10,3.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1908,1997,2008
187000,9600,1855,Veenker,1Fam,6,3,7,2.5,SLvl,Plywood,AllPub,CBlock,1976,1994,2007
131500,4435,848,CollgCr,TwnhsE,6,1,3,1.0,1Story,VinylSd,AllPub,PConc,2003,2003,2007
215000,3196,1456,Blmngtn,TwnhsE,8,2,7,2.0,1Story,VinylSd,AllPub,PConc,2003,2003,2006
164000,7128,1646,Crawfor,1Fam,7,4,7,2.0,2.5Unf,MetalSd,AllPub,CBlock,1941,1950,2007
158000,12095,1445,NAmes,1Fam,6,3,7,1.5,SLvl,MetalSd,AllPub,CBlock,1964,1964,2009
170000,17920,1779,Sawyer,1Fam,5,3,6,1.5,1Story,Wd Sdng,AllPub,CBlock,1955,1974,2006
127000,6897,1040,Sawyer,1Fam,5,3,6,1.5,1Story,HdBoard,AllPub,CBlock,1962,2010,2010
147000,10970,1026,CollgCr,1Fam,6,3,5,1.0,SLvl,Plywood,AllPub,CBlock,1978,1978,2008
174000,8125,1481,Gilbert,1Fam,6,3,6,2.5,2Story,HdBoard,AllPub,PConc,1994,1995,2009
152000,10400,1370,NWAmes,1Fam,7,3,6,2.0,1Story,HdBoard,AllPub,CBlock,1976,1976,2009
250000,11029,2654,NWAmes,1Fam,6,4,9,2.5,2Story,HdBoard,AllPub,CBlock,1968,1984,2006
189950,7642,1426,Crawfor,1Fam,7,3,7,1.5,1.5Fin,Wd Sdng,AllPub,BrkTil,1918,1998,2007
131500,11625,1039,Sawyer,2fmCon,5,3,6,1.5,1Story,Plywood,AllPub,PConc,1965,1965,2010
152000,9672,1097,SawyerW,1Fam,6,3,6,2.0,1Story,HdBoard,AllPub,PConc,1984,1985,2010
132500,7931,1148,NAmes,1Fam,5,3,6,1.0,1Story,BrkFace,AllPub,CBlock,1959,1959,2009
250580,8640,1372,Somerst,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2007,2008,2008
148500,8750,1002,NAmes,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1970,1970,2009
248900,10656,1646,Timber,1Fam,8,3,6,2.0,1Story,VinylSd,AllPub,PConc,2006,2007,2007
129000,6970,1120,Sawyer,1Fam,4,3,5,1.5,1Story,VinylSd,AllPub,CBlock,1961,1961,2007
169000,14762,2320,Gilbert,1Fam,5,2,7,2.0,2Story,Plywood,AllPub,Slab,1948,1950,2006
236000,9938,1949,SawyerW,1Fam,7,3,8,2.5,2Story,MetalSd,AllPub,PConc,1993,1994,2010
109500,6600,894,NAmes,1Fam,5,2,5,1.0,1Story,MetalSd,AllPub,CBlock,1962,1962,2009
200500,8750,1682,CollgCr,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2010
116000,8892,910,NAmes,1Fam,5,3,5,1.0,1Story,WdShing,AllPub,Stone,1953,1996,2008
133000,12144,1268,NAmes,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1949,1950,2009
66500,5720,1131,OldTown,1Fam,5,3,5,1.5,1.5Fin,Wd Sdng,AllPub,CBlock,1941,1950,2009
303477,9000,2610,Somerst,1Fam,8,4,11,2.5,2Story,CemntBd,AllPub,PConc,2007,2007,2007
132250,25286,1040,Mitchel,1Fam,4,3,5,1.0,1Story,HdBoard,AllPub,PConc,1963,1963,2007
350000,8834,2224,NridgHt,1Fam,9,4,10,2.5,2Story,VinylSd,AllPub,PConc,2004,2005,2009
148000,11782,1155,Sawyer,1Fam,5,3,6,1.0,SFoyer,HdBoard,AllPub,CBlock,1961,1995,2010
136500,7000,864,CollgCr,1Fam,5,3,6,1.0,1Story,VinylSd,AllPub,CBlock,1978,2005,2009
157000,7024,1090,Edwards,1Fam,5,2,5,1.5,1Story,VinylSd,AllPub,PConc,2005,2006,2007
187500,13758,1717,Timber,1Fam,7,3,7,2.5,1.5Fin,HdBoard,AllPub,CBlock,1990,1991,2007
178000,9636,1593,Gilbert,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1992,1993,2009
118500,6204,2230,SWISU,1Fam,4,5,10,1.0,2.5Fin,Wd Sdng,AllPub,PConc,1912,1950,2006
100000,7150,892,NAmes,1Fam,5,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1967,1967,2009
328900,5119,1709,Somerst,TwnhsE,9,2,5,2.0,1Story,MetalSd,AllPub,PConc,1999,2000,2008
145000,8393,1712,NAmes,Duplex,5,4,8,2.0,1Story,MetalSd,AllPub,CBlock,1959,2005,2006
135500,16466,1393,Edwards,1Fam,5,3,8,1.5,1.5Fin,MetalSd,AllPub,PConc,1955,1955,2008
268000,15865,2217,NAmes,1Fam,8,4,8,2.0,1Story,Wd Sdng,AllPub,PConc,1970,1970,2007
149500,12160,1505,NAmes,1Fam,6,2,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1953,1953,2009
122900,8064,924,NAmes,1Fam,5,3,6,1.0,1.5Fin,MetalSd,AllPub,CBlock,1949,2006,2007
172500,11184,1683,Sawyer,1Fam,6,3,7,2.5,2Story,HdBoard,AllPub,CBlock,1978,1978,2009
154500,8414,1068,Sawyer,1Fam,6,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1963,2003,2006
165000,13284,1383,Sawyer,1Fam,5,3,6,1.0,1Story,Wd Sdng,AllPub,PConc,1954,1954,2008
118858,7018,1535,SawyerW,Duplex,5,4,8,2.0,1Story,Plywood,AllPub,Slab,1979,1979,2009
140000,7056,1796,NAmes,1Fam,6,4,8,1.5,2Story,HdBoard,AllPub,CBlock,1963,1963,2008
106500,8765,951,IDOTRR,1Fam,4,2,6,1.0,1Story,Wd Sdng,AllPub,BrkTil,1936,1950,2006
142953,7018,2240,SawyerW,Duplex,5,6,12,2.0,2Story,Plywood,AllPub,Slab,1979,1979,2009
611657,12919,2364,NridgHt,1Fam,9,2,11,2.5,1Story,VinylSd,AllPub,PConc,2009,2010,2010
135000,6993,1236,Sawyer,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1961,1994,2006
110000,7340,858,NAmes,1Fam,4,2,4,1.0,1Story,HdBoard,AllPub,CBlock,1971,1971,2007
153000,8712,1306,NAmes,1Fam,5,2,5,1.0,1Story,MetalSd,AllPub,CBlock,1957,2000,2009
180000,7875,1509,Gilbert,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2006
240000,14859,1670,Gilbert,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2006
125500,6173,902,Sawyer,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1967,1967,2007
128000,9920,1063,NAmes,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1954,1954,2010
255000,13501,1636,Somerst,1Fam,8,3,8,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2007
250000,11500,2057,Crawfor,1Fam,7,3,6,1.5,1.5Fin,BrkFace,AllPub,CBlock,1936,1987,2006
131000,8885,902,Mitchel,1Fam,5,2,5,1.0,1Story,HdBoard,AllPub,CBlock,1983,1983,2006
174000,12589,1484,Gilbert,1Fam,6,3,8,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2009
154300,11600,2274,NAmes,Duplex,5,5,12,2.0,2Story,MetalSd,AllPub,CBlock,1960,1960,2010
143500,9286,1268,CollgCr,1Fam,5,3,5,1.5,1Story,HdBoard,AllPub,CBlock,1977,1989,2009
88000,6120,1015,BrkSide,1Fam,5,3,6,1.0,1Story,MetalSd,AllPub,BrkTil,1925,1950,2006
145000,6270,2002,Crawfor,Duplex,5,4,8,2.0,2Story,MetalSd,AllPub,CBlock,1949,1950,2007
173733,3000,1224,Somerst,TwnhsE,6,2,4,2.5,2Story,VinylSd,AllPub,PConc,2009,2009,2009
75000,2001,1092,MeadowV,Twnhs,4,3,6,1.5,2Story,CemntBd,AllPub,CBlock,1970,1970,2007
35311,9000,480,IDOTRR,1Fam,2,1,4,0.0,1Story,AsbShng,AllPub,CBlock,1949,1950,2006
135000,17140,1229,Edwards,1Fam,4,3,6,1.0,1Story,VinylSd,AllPub,CBlock,1956,1956,2009
238000,13125,2127,SawyerW,1Fam,7,4,8,2.5,2Story,HdBoard,AllPub,PConc,1991,1991,2007
176500,11029,1414,NAmes,1Fam,6,3,6,1.0,1Story,MetalSd,AllPub,CBlock,1958,2002,2008
201000,8462,1721,SawyerW,1Fam,6,3,7,2.5,2Story,HdBoard,AllPub,PConc,1994,1994,2007
145900,8777,2200,Edwards,Duplex,5,4,9,3.0,1.5Fin,MetalSd,AllPub,CBlock,1900,2003,2008
169990,10237,1316,Gilbert,1Fam,6,3,6,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2006
193000,8012,1617,SawyerW,TwnhsE,6,2,5,2.0,1Story,Plywood,AllPub,PConc,1993,1994,2008
207500,10240,1686,NWAmes,1Fam,6,3,7,2.0,1Story,Plywood,AllPub,CBlock,1980,1980,2006
175000,15611,1126,NWAmes,1Fam,5,3,6,2.0,1Story,VinylSd,AllPub,PConc,1977,1977,2008
285000,11999,2374,NridgHt,1Fam,8,4,10,2.5,2Story,VinylSd,AllPub,PConc,2003,2004,2007
176000,9900,1978,NWAmes,1Fam,7,4,9,2.5,2Story,MetalSd,AllPub,CBlock,1968,1968,2008
236500,11838,1788,CollgCr,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2001,2001,2009
222000,13006,2236,Gilbert,1Fam,7,4,8,2.5,2Story,HdBoard,AllPub,PConc,1997,1997,2006
201000,8925,1466,Timber,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2007,2007,2009
117500,9100,925,NAmes,1Fam,5,2,5,1.0,1Story,VinylSd,AllPub,CBlock,1965,1965,2009
320000,11670,1905,Somerst,1Fam,9,3,8,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2007
190000,8487,1500,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2004,2004,2009
242000,27650,2069,NAmes,1Fam,7,4,9,2.0,1Story,Wd Sdng,AllPub,CBlock,1960,2007,2008
79900,5825,747,BrkSide,1Fam,4,1,5,1.0,1Story,MetalSd,AllPub,PConc,1926,1953,2006
184900,10083,1200,SawyerW,1Fam,7,2,5,2.0,1Story,VinylSd,AllPub,PConc,2003,2003,2009
253000,9675,1971,Somerst,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2009
239799,8760,1962,CollgCr,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
244400,24090,2403,ClearCr,1Fam,7,4,10,2.0,2Story,MetalSd,AllPub,CBlock,1940,1950,2010
